연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
3305,2,211,성수,승차,Jul-22,73270
3306,2,211,성수,하차,Jul-22,74706
3307,2,212,건대입구,승차,Jul-22,69806
3308,2,212,건대입구,하차,Jul-22,72554
3309,2,213,구의(광진구청),승차,Jul-22,80299
3310,2,213,구의(광진구청),하차,Jul-22,82005
3311,2,214,강변(동서울터미널),승차,Jul-22,95513
3312,2,214,강변(동서울터미널),하차,Jul-22,94199
3313,2,215,잠실나루,승차,Jul-22,68016
3314,2,215,잠실나루,하차,Jul-22,67923
3315,2,216,잠실(송파구청),승차,Jul-22,160246
3316,2,216,잠실(송파구청),하차,Jul-22,154490
3317,2,217,잠실새내,승차,Jul-22,90688
3318,2,217,잠실새내,하차,Jul-22,90791
3319,2,218,종합운동장,승차,Jul-22,39903
3320,2,218,종합운동장,하차,Jul-22,41855
3321,2,219,삼성(무역센터),승차,Jul-22,96218
3322,2,219,삼성(무역센터),하차,Jul-22,88431
3323,2,220,선릉,승차,Jul-22,174027
3324,2,220,선릉,하차,Jul-22,153915
3325,2,221,역삼,승차,Jul-22,120093
3326,2,221,역삼,하차,Jul-22,122283
3327,2,222,강남,승차,Jul-22,126149
3328,2,222,강남,하차,Jul-22,109918
3329,2,223,교대(법원.검찰청),승차,Jul-22,127240
3330,2,223,교대(법원.검찰청),하차,Jul-22,143976
3331,2,224,서초,승차,Jul-22,66197
3332,2,224,서초,하차,Jul-22,66616
3333,2,225,방배,승차,Jul-22,60157
3334,2,225,방배,하차,Jul-22,59604
3335,2,226,사당,승차,Jul-22,163172
3336,2,226,사당,하차,Jul-22,156821
3337,2,227,낙성대(강감찬),승차,Jul-22,86321
3338,2,227,낙성대(강감찬),하차,Jul-22,88467
3339,2,228,서울대입구(관악구청),승차,Jul-22,147754
3340,2,228,서울대입구(관악구청),하차,Jul-22,141672
3341,2,229,봉천,승차,Jul-22,118284
3342,2,229,봉천,하차,Jul-22,119657
3343,2,230,신림,승차,Jul-22,166705
3344,2,230,신림,하차,Jul-22,167029
3345,2,231,신대방,승차,Jul-22,97978
3346,2,231,신대방,하차,Jul-22,100246
3347,2,232,구로디지털단지,승차,Jul-22,134240
3348,2,232,구로디지털단지,하차,Jul-22,135481
3349,2,233,대림(구로구청),승차,Jul-22,97575
3350,2,233,대림(구로구청),하차,Jul-22,100712
3351,2,234,신도림,승차,Jul-22,161577
3352,2,234,신도림,하차,Jul-22,153606
3353,2,235,문래,승차,Jul-22,74484
3354,2,235,문래,하차,Jul-22,74507
3355,2,236,영등포구청,승차,Jul-22,75954
3356,2,236,영등포구청,하차,Jul-22,74418
3357,2,237,당산,승차,Jul-22,44495
3358,2,237,당산,하차,Jul-22,49461
3359,2,238,합정,승차,Jul-22,52300
3360,2,238,합정,하차,Jul-22,52554
3361,2,239,홍대입구,승차,Jul-22,72356
3362,2,239,홍대입구,하차,Jul-22,69410
3363,2,240,신촌,승차,Jul-22,95920
3364,2,240,신촌,하차,Jul-22,95369
3365,2,241,이대,승차,Jul-22,38707
3366,2,241,이대,하차,Jul-22,40225
3367,2,242,아현,승차,Jul-22,52888
3368,2,242,아현,하차,Jul-22,52587
3369,2,243,충정로(경기대입구),승차,Jul-22,37611
3370,2,243,충정로(경기대입구),하차,Jul-22,37519
3371,2,244,용답,승차,Jul-22,14515
3372,2,244,용답,하차,Jul-22,13909
3373,2,245,신답,승차,Jul-22,7942
3374,2,245,신답,하차,Jul-22,8554
3375,2,246,신설동,승차,Jul-22,27396
3376,2,246,신설동,하차,Jul-22,29217
3377,2,247,도림천,승차,Jul-22,6915
3378,2,247,도림천,하차,Jul-22,7379
3379,2,248,양천구청,승차,Jul-22,39006
3380,2,248,양천구청,하차,Jul-22,40018
3381,2,249,신정네거리,승차,Jul-22,57608
3382,2,249,신정네거리,하차,Jul-22,58685
3383,2,250,용두(동대문구청),승차,Jul-22,18632
3384,2,250,용두(동대문구청),하차,Jul-22,19485
3385,3,309,지축,승차,Jul-22,22187
3386,3,309,지축,하차,Jul-22,21241
3387,3,310,구파발,승차,Jul-22,100378
3388,3,310,구파발,하차,Jul-22,97566
3389,3,311,연신내,승차,Jul-22,213191
3390,3,311,연신내,하차,Jul-22,206840
3391,3,312,불광,승차,Jul-22,117997
3392,3,312,불광,하차,Jul-22,131292
3393,3,313,녹번,승차,Jul-22,63316
3394,3,313,녹번,하차,Jul-22,62219
3395,3,314,홍제,승차,Jul-22,116936
3396,3,314,홍제,하차,Jul-22,115227
3397,3,315,무악재,승차,Jul-22,25376
3398,3,315,무악재,하차,Jul-22,27425
3399,3,316,독립문,승차,Jul-22,54015
3400,3,316,독립문,하차,Jul-22,53554
3401,3,317,경복궁(정부서울청사),승차,Jul-22,77430
3402,3,317,경복궁(정부서울청사),하차,Jul-22,78520
3403,3,318,안국,승차,Jul-22,79146
3404,3,318,안국,하차,Jul-22,80721
3405,3,319,종로3가,승차,Jul-22,47527
3406,3,319,종로3가,하차,Jul-22,52856
3407,3,320,을지로3가,승차,Jul-22,41172
3408,3,320,을지로3가,하차,Jul-22,38228
3409,3,322,동대입구,승차,Jul-22,32292
3410,3,322,동대입구,하차,Jul-22,34447
3411,3,323,약수,승차,Jul-22,66681
3412,3,323,약수,하차,Jul-22,63381
3413,3,324,금호,승차,Jul-22,45325
3414,3,324,금호,하차,Jul-22,44638
3415,3,325,옥수,승차,Jul-22,51128
3416,3,325,옥수,하차,Jul-22,51622
3417,3,326,압구정,승차,Jul-22,112001
3418,3,326,압구정,하차,Jul-22,109745
3419,3,327,신사,승차,Jul-22,56602
3420,3,327,신사,하차,Jul-22,55162
3421,3,328,잠원,승차,Jul-22,25854
3422,3,328,잠원,하차,Jul-22,24962
3423,3,329,고속터미널,승차,Jul-22,165600
3424,3,329,고속터미널,하차,Jul-22,158214
3425,3,330,교대(법원.검찰청),승차,Jul-22,58399
3426,3,330,교대(법원.검찰청),하차,Jul-22,35034
3427,3,331,남부터미널(예술의전당),승차,Jul-22,94784
3428,3,331,남부터미널(예술의전당),하차,Jul-22,95875
3429,3,332,양재(서초구청),승차,Jul-22,121872
3430,3,332,양재(서초구청),하차,Jul-22,122678
3431,3,333,매봉,승차,Jul-22,53035
3432,3,333,매봉,하차,Jul-22,49512
3433,3,334,도곡,승차,Jul-22,20812
3434,3,334,도곡,하차,Jul-22,19228
3435,3,335,대치,승차,Jul-22,56455
3436,3,335,대치,하차,Jul-22,54428
3437,3,336,학여울,승차,Jul-22,13728
3438,3,336,학여울,하차,Jul-22,13348
3439,3,337,대청,승차,Jul-22,46994
3440,3,337,대청,하차,Jul-22,45995
3441,3,338,일원,승차,Jul-22,51195
3442,3,338,일원,하차,Jul-22,51018
3443,3,339,수서,승차,Jul-22,81391
3444,3,339,수서,하차,Jul-22,81003
3445,3,340,가락시장,승차,Jul-22,63695
3446,3,340,가락시장,하차,Jul-22,62168
3447,3,341,경찰병원,승차,Jul-22,35212
3448,3,341,경찰병원,하차,Jul-22,36020
3449,3,342,오금,승차,Jul-22,23947
3450,3,342,오금,하차,Jul-22,23457
3451,4,409,당고개,승차,Jul-22,61332
3452,4,409,당고개,하차,Jul-22,61017
3453,4,410,상계,승차,Jul-22,95461
3454,4,410,상계,하차,Jul-22,93885
3455,4,411,노원,승차,Jul-22,70198
3456,4,411,노원,하차,Jul-22,69777
3457,4,412,창동,승차,Jul-22,164391
3458,4,412,창동,하차,Jul-22,171473
3459,4,413,쌍문,승차,Jul-22,131638
3460,4,413,쌍문,하차,Jul-22,130833
3461,4,414,수유(강북구청),승차,Jul-22,150627
3462,4,414,수유(강북구청),하차,Jul-22,151337
3463,4,415,미아(서울사이버대학),승차,Jul-22,88123
3464,4,415,미아(서울사이버대학),하차,Jul-22,89604
3465,4,416,미아사거리,승차,Jul-22,147184
3466,4,416,미아사거리,하차,Jul-22,147826
3467,4,417,길음,승차,Jul-22,97113
3468,4,417,길음,하차,Jul-22,97553
3469,4,418,성신여대입구(돈암),승차,Jul-22,67713
3470,4,418,성신여대입구(돈암),하차,Jul-22,66701
3471,4,419,한성대입구(삼선교),승차,Jul-22,59283
3472,4,419,한성대입구(삼선교),하차,Jul-22,58070
3473,4,420,혜화,승차,Jul-22,96598
3474,4,420,혜화,하차,Jul-22,96439
3475,4,421,동대문,승차,Jul-22,128917
3476,4,421,동대문,하차,Jul-22,124851
3477,4,422,동대문역사문화공원(DDP),승차,Jul-22,46668
3478,4,422,동대문역사문화공원(DDP),하차,Jul-22,41258
3479,4,423,충무로,승차,Jul-22,88806
3480,4,423,충무로,하차,Jul-22,90390
3481,4,424,명동,승차,Jul-22,48601
3482,4,424,명동,하차,Jul-22,49997
3483,4,425,회현(남대문시장),승차,Jul-22,167611
3484,4,425,회현(남대문시장),하차,Jul-22,166356
3485,4,426,서울역,승차,Jul-22,29672
3486,4,426,서울역,하차,Jul-22,36615
3487,4,427,숙대입구(갈월),승차,Jul-22,41839
3488,4,427,숙대입구(갈월),하차,Jul-22,39348
3489,4,428,삼각지,승차,Jul-22,18166
3490,4,428,삼각지,하차,Jul-22,19126
3491,4,429,신용산,승차,Jul-22,39671
3492,4,429,신용산,하차,Jul-22,40023
3493,4,430,이촌(국립중앙박물관),승차,Jul-22,42316
3494,4,430,이촌(국립중앙박물관),하차,Jul-22,44931
3495,4,431,동작(현충원),승차,Jul-22,11415
3496,4,431,동작(현충원),하차,Jul-22,11102
3497,4,432,총신대입구(이수),승차,Jul-22,127378
3498,4,432,총신대입구(이수),하차,Jul-22,133934
3499,4,433,사당,승차,Jul-22,78273
3500,4,433,사당,하차,Jul-22,79161
3501,4,434,남태령,승차,Jul-22,7386
3502,4,434,남태령,하차,Jul-22,6793
3503,5,2511,방화,승차,Jul-22,41385
3504,5,2511,방화,하차,Jul-22,40666
3505,5,2512,개화산,승차,Jul-22,30317
3506,5,2512,개화산,하차,Jul-22,30716
3507,5,2513,김포공항,승차,Jul-22,31018
3508,5,2513,김포공항,하차,Jul-22,34073
3509,5,2514,송정,승차,Jul-22,41613
3510,5,2514,송정,하차,Jul-22,39862
3511,5,2515,마곡,승차,Jul-22,31626
3512,5,2515,마곡,하차,Jul-22,30888
3513,5,2516,발산,승차,Jul-22,74816
3514,5,2516,발산,하차,Jul-22,72494
3515,5,2517,우장산,승차,Jul-22,76175
3516,5,2517,우장산,하차,Jul-22,79236
3517,5,2518,화곡,승차,Jul-22,117088
3518,5,2518,화곡,하차,Jul-22,113037
3519,5,2519,까치산,승차,Jul-22,126796
3520,5,2519,까치산,하차,Jul-22,127538
3521,5,2520,신정(은행정),승차,Jul-22,52450
3522,5,2520,신정(은행정),하차,Jul-22,51730
3523,5,2521,목동,승차,Jul-22,65225
3524,5,2521,목동,하차,Jul-22,65806
3525,5,2522,오목교(목동운동장앞),승차,Jul-22,68509
3526,5,2522,오목교(목동운동장앞),하차,Jul-22,67563
3527,5,2523,양평,승차,Jul-22,22734
3528,5,2523,양평,하차,Jul-22,22678
3529,5,2524,영등포구청,승차,Jul-22,15484
3530,5,2524,영등포구청,하차,Jul-22,15469
3531,5,2525,영등포시장,승차,Jul-22,59790
3532,5,2525,영등포시장,하차,Jul-22,61375
3533,5,2526,신길,승차,Jul-22,8528
3534,5,2526,신길,하차,Jul-22,8877
3535,5,2527,여의도,승차,Jul-22,40141
3536,5,2527,여의도,하차,Jul-22,37171
3537,5,2528,여의나루,승차,Jul-22,24212
3538,5,2528,여의나루,하차,Jul-22,23640
3539,5,2529,마포,승차,Jul-22,50950
3540,5,2529,마포,하차,Jul-22,50620
3541,5,2530,공덕,승차,Jul-22,35636
3542,5,2530,공덕,하차,Jul-22,33321
3543,5,2531,애오개,승차,Jul-22,30989
3544,5,2531,애오개,하차,Jul-22,30543
3545,5,2532,충정로(경기대입구),승차,Jul-22,11245
3546,5,2532,충정로(경기대입구),하차,Jul-22,11860
3547,5,2533,서대문,승차,Jul-22,50491
3548,5,2533,서대문,하차,Jul-22,46513
3549,5,2534,광화문(세종문화회관),승차,Jul-22,57081
3550,5,2534,광화문(세종문화회관),하차,Jul-22,55487
3551,5,2535,종로3가,승차,Jul-22,79084
3552,5,2535,종로3가,하차,Jul-22,81859
3553,5,2536,을지로4가,승차,Jul-22,34574
3554,5,2536,을지로4가,하차,Jul-22,34442
3555,5,2537,동대문역사문화공원(DDP),승차,Jul-22,6795
3556,5,2537,동대문역사문화공원(DDP),하차,Jul-22,7499
3557,5,2538,청구,승차,Jul-22,20741
3558,5,2538,청구,하차,Jul-22,16589
3559,5,2539,신금호,승차,Jul-22,32056
3560,5,2539,신금호,하차,Jul-22,35897
3561,5,2540,행당,승차,Jul-22,41323
3562,5,2540,행당,하차,Jul-22,37395
3563,5,2541,왕십리(성동구청),승차,Jul-22,18405
3564,5,2541,왕십리(성동구청),하차,Jul-22,18669
3565,5,2542,마장,승차,Jul-22,32772
3566,5,2542,마장,하차,Jul-22,31666
3567,5,2543,답십리,승차,Jul-22,66087
3568,5,2543,답십리,하차,Jul-22,63334
3569,5,2544,장한평,승차,Jul-22,72518
3570,5,2544,장한평,하차,Jul-22,74565
3571,5,2545,군자(능동),승차,Jul-22,31359
3572,5,2545,군자(능동),하차,Jul-22,33113
3573,5,2546,아차산(어린이대공원후문),승차,Jul-22,78061
3574,5,2546,아차산(어린이대공원후문),하차,Jul-22,76902
3575,5,2547,광나루(장신대),승차,Jul-22,56366
3576,5,2547,광나루(장신대),하차,Jul-22,53694
3577,5,2548,천호(풍납토성),승차,Jul-22,110087
3578,5,2548,천호(풍납토성),하차,Jul-22,113627
3579,5,2549,강동,승차,Jul-22,91557
3580,5,2549,강동,하차,Jul-22,89824
3581,5,2550,길동,승차,Jul-22,61318
3582,5,2550,길동,하차,Jul-22,63219
3583,5,2551,굽은다리(강동구민회관앞),승차,Jul-22,61428
3584,5,2551,굽은다리(강동구민회관앞),하차,Jul-22,57325
3585,5,2552,명일,승차,Jul-22,58148
3586,5,2552,명일,하차,Jul-22,60814
3587,5,2553,고덕,승차,Jul-22,58732
3588,5,2553,고덕,하차,Jul-22,58183
3589,5,2554,상일동,승차,Jul-22,73954
3590,5,2554,상일동,하차,Jul-22,72117
3591,5,2555,둔촌동,승차,Jul-22,51804
3592,5,2555,둔촌동,하차,Jul-22,52422
3593,5,2556,올림픽공원(한국체대),승차,Jul-22,29957
3594,5,2556,올림픽공원(한국체대),하차,Jul-22,27069
3595,5,2557,방이,승차,Jul-22,39157
3596,5,2557,방이,하차,Jul-22,39307
3597,5,2558,오금,승차,Jul-22,16324
3598,5,2558,오금,하차,Jul-22,15798
3599,5,2559,개롱,승차,Jul-22,39716
3600,5,2559,개롱,하차,Jul-22,41177
3601,5,2560,거여,승차,Jul-22,51282
3602,5,2560,거여,하차,Jul-22,50251
3603,5,2561,마천,승차,Jul-22,44800
3604,5,2561,마천,하차,Jul-22,46892
3605,5,2562,강일,승차,Jul-22,26962
3606,5,2562,강일,하차,Jul-22,26889
3607,5,2563,미사,승차,Jul-22,60860
3608,5,2563,미사,하차,Jul-22,61317
3609,5,2564,하남풍산,승차,Jul-22,21286
3610,5,2564,하남풍산,하차,Jul-22,21049
3611,5,2565,하남시청(덕풍·신장),승차,Jul-22,53778
3612,5,2565,하남시청(덕풍·신장),하차,Jul-22,55145
3613,5,2566,하남검단산,승차,Jul-22,40648
3614,5,2566,하남검단산,하차,Jul-22,40551
3615,6,2611,응암,승차,Jul-22,92777
3616,6,2611,응암,하차,Jul-22,92652
3617,6,2612,역촌,승차,Jul-22,27913
3618,6,2612,역촌,하차,Jul-22,25855
3619,6,2613,불광,승차,Jul-22,35867
3620,6,2613,불광,하차,Jul-22,29311
3621,6,2614,독바위,승차,Jul-22,16883
3622,6,2614,독바위,하차,Jul-22,20911
3623,6,2616,구산,승차,Jul-22,41760
3624,6,2616,구산,하차,Jul-22,44692
3625,6,2617,새절(신사),승차,Jul-22,70338
3626,6,2617,새절(신사),하차,Jul-22,70616
3627,6,2618,증산(명지대앞),승차,Jul-22,56720
3628,6,2618,증산(명지대앞),하차,Jul-22,57908
3629,6,2619,디지털미디어시티,승차,Jul-22,44606
3630,6,2619,디지털미디어시티,하차,Jul-22,45657
3631,6,2620,월드컵경기장(성산),승차,Jul-22,44542
3632,6,2620,월드컵경기장(성산),하차,Jul-22,43610
3633,6,2621,마포구청,승차,Jul-22,59451
3634,6,2621,마포구청,하차,Jul-22,54456
3635,6,2622,망원,승차,Jul-22,63616
3636,6,2622,망원,하차,Jul-22,66276
3637,6,2623,합정,승차,Jul-22,32137
3638,6,2623,합정,하차,Jul-22,29856
3639,6,2624,상수,승차,Jul-22,17077
3640,6,2624,상수,하차,Jul-22,17451
3641,6,2625,광흥창(서강),승차,Jul-22,43165
3642,6,2625,광흥창(서강),하차,Jul-22,42319
3643,6,2626,대흥(서강대앞),승차,Jul-22,40941
3644,6,2626,대흥(서강대앞),하차,Jul-22,40805
3645,6,2627,공덕,승차,Jul-22,60440
3646,6,2627,공덕,하차,Jul-22,56490
3647,6,2628,효창공원앞,승차,Jul-22,29789
3648,6,2628,효창공원앞,하차,Jul-22,27937
3649,6,2629,삼각지,승차,Jul-22,13448
3650,6,2629,삼각지,하차,Jul-22,10770
3651,6,2630,녹사평(용산구청),승차,Jul-22,14623
3652,6,2630,녹사평(용산구청),하차,Jul-22,14280
3653,6,2631,이태원,승차,Jul-22,24717
3654,6,2631,이태원,하차,Jul-22,25582
3655,6,2632,한강진,승차,Jul-22,11936
3656,6,2632,한강진,하차,Jul-22,11791
3657,6,2633,버티고개,승차,Jul-22,11752
3658,6,2633,버티고개,하차,Jul-22,13864
3659,6,2634,약수,승차,Jul-22,19406
3660,6,2634,약수,하차,Jul-22,18627
3661,6,2635,청구,승차,Jul-22,15432
3662,6,2635,청구,하차,Jul-22,18044
3663,6,2636,신당,승차,Jul-22,30514
3664,6,2636,신당,하차,Jul-22,30431
3665,6,2637,동묘앞,승차,Jul-22,53856
3666,6,2637,동묘앞,하차,Jul-22,50796
3667,6,2638,창신,승차,Jul-22,15565
3668,6,2638,창신,하차,Jul-22,14814
3669,6,2639,보문,승차,Jul-22,24292
3670,6,2639,보문,하차,Jul-22,23423
3671,6,2640,안암(고대병원앞),승차,Jul-22,27928
3672,6,2640,안암(고대병원앞),하차,Jul-22,26852
3673,6,2641,고려대(종암),승차,Jul-22,26566
3674,6,2641,고려대(종암),하차,Jul-22,26534
3675,6,2642,월곡(동덕여대),승차,Jul-22,57547
3676,6,2642,월곡(동덕여대),하차,Jul-22,57290
3677,6,2643,상월곡(한국과학기술연구원),승차,Jul-22,32473
3678,6,2643,상월곡(한국과학기술연구원),하차,Jul-22,31681
3679,6,2644,돌곶이,승차,Jul-22,48823
3680,6,2644,돌곶이,하차,Jul-22,47943
3681,6,2645,석계,승차,Jul-22,61530
3682,6,2645,석계,하차,Jul-22,62067
3683,6,2646,태릉입구,승차,Jul-22,23663
3684,6,2646,태릉입구,하차,Jul-22,24482
3685,6,2647,화랑대(서울여대입구),승차,Jul-22,36623
3686,6,2647,화랑대(서울여대입구),하차,Jul-22,33686
3687,6,2648,봉화산(서울의료원),승차,Jul-22,39787
3688,6,2648,봉화산(서울의료원),하차,Jul-22,39678
3689,7,2711,장암,승차,Jul-22,10159
3690,7,2711,장암,하차,Jul-22,7765
3691,7,2712,도봉산,승차,Jul-22,41418
3692,7,2712,도봉산,하차,Jul-22,58585
3693,7,2713,수락산,승차,Jul-22,85044
3694,7,2713,수락산,하차,Jul-22,86188
3695,7,2714,마들,승차,Jul-22,70460
3696,7,2714,마들,하차,Jul-22,69941
3697,7,2715,노원,승차,Jul-22,98790
3698,7,2715,노원,하차,Jul-22,99565
3699,7,2716,중계,승차,Jul-22,66916
3700,7,2716,중계,하차,Jul-22,64792
3701,7,2717,하계,승차,Jul-22,84165
3702,7,2717,하계,하차,Jul-22,82943
3703,7,2718,공릉(서울과학기술대),승차,Jul-22,55908
3704,7,2718,공릉(서울과학기술대),하차,Jul-22,56344
3705,7,2719,태릉입구,승차,Jul-22,35307
3706,7,2719,태릉입구,하차,Jul-22,32872
3707,7,2720,먹골,승차,Jul-22,54165
3708,7,2720,먹골,하차,Jul-22,55304
3709,7,2721,중화,승차,Jul-22,51889
3710,7,2721,중화,하차,Jul-22,52537
3711,7,2722,상봉(시외버스터미널),승차,Jul-22,57021
3712,7,2722,상봉(시외버스터미널),하차,Jul-22,55155
3713,7,2723,면목,승차,Jul-22,77808
3714,7,2723,면목,하차,Jul-22,80852
3715,7,2724,사가정,승차,Jul-22,80325
3716,7,2724,사가정,하차,Jul-22,80438
3717,7,2725,용마산(용마폭포공원),승차,Jul-22,27749
3718,7,2725,용마산(용마폭포공원),하차,Jul-22,30372
3719,7,2726,중곡,승차,Jul-22,47094
3720,7,2726,중곡,하차,Jul-22,47747
3721,7,2727,군자(능동),승차,Jul-22,63897
3722,7,2727,군자(능동),하차,Jul-22,55911
3723,7,2728,어린이대공원(세종대),승차,Jul-22,31850
3724,7,2728,어린이대공원(세종대),하차,Jul-22,31974
3725,7,2729,건대입구,승차,Jul-22,44645
3726,7,2729,건대입구,하차,Jul-22,41091
3727,7,2730,뚝섬유원지,승차,Jul-22,38609
3728,7,2730,뚝섬유원지,하차,Jul-22,38516
3729,7,2731,청담,승차,Jul-22,63903
3730,7,2731,청담,하차,Jul-22,61145
3731,7,2732,강남구청,승차,Jul-22,40893
3732,7,2732,강남구청,하차,Jul-22,42081
3733,7,2733,학동,승차,Jul-22,49121
3734,7,2733,학동,하차,Jul-22,46566
3735,7,2734,논현,승차,Jul-22,36416
3736,7,2734,논현,하차,Jul-22,36392
3737,7,2735,반포,승차,Jul-22,29773
3738,7,2735,반포,하차,Jul-22,28643
3739,7,2736,고속터미널,승차,Jul-22,59699
3740,7,2736,고속터미널,하차,Jul-22,52769
3741,7,2737,내방,승차,Jul-22,58549
3742,7,2737,내방,하차,Jul-22,56659
3743,7,2738,이수,승차,Jul-22,65980
3744,7,2738,이수,하차,Jul-22,63577
3745,7,2739,남성,승차,Jul-22,60408
3746,7,2739,남성,하차,Jul-22,60207
3747,7,2740,숭실대입구(살피재),승차,Jul-22,51894
3748,7,2740,숭실대입구(살피재),하차,Jul-22,53861
3749,7,2741,상도,승차,Jul-22,51823
3750,7,2741,상도,하차,Jul-22,49155
3751,7,2742,장승배기,승차,Jul-22,56396
3752,7,2742,장승배기,하차,Jul-22,57938
3753,7,2743,신대방삼거리,승차,Jul-22,73836
3754,7,2743,신대방삼거리,하차,Jul-22,76014
3755,7,2744,보라매,승차,Jul-22,28910
3756,7,2744,보라매,하차,Jul-22,29792
3757,7,2745,신풍,승차,Jul-22,62593
3758,7,2745,신풍,하차,Jul-22,63137
3759,7,2746,대림(구로구청),승차,Jul-22,30760
3760,7,2746,대림(구로구청),하차,Jul-22,30377
3761,7,2747,남구로,승차,Jul-22,47471
3762,7,2747,남구로,하차,Jul-22,48259
3763,7,2748,가산디지털단지,승차,Jul-22,62757
3764,7,2748,가산디지털단지,하차,Jul-22,58850
3765,7,2749,철산,승차,Jul-22,81917
3766,7,2749,철산,하차,Jul-22,81134
3767,7,2750,광명사거리,승차,Jul-22,120833
3768,7,2750,광명사거리,하차,Jul-22,126625
3769,7,2751,천왕,승차,Jul-22,44202
3770,7,2751,천왕,하차,Jul-22,43968
3771,7,2752,온수(성공회대입구),승차,Jul-22,31024
3772,7,2752,온수(성공회대입구),하차,Jul-22,29758
3773,8,2811,암사,승차,Jul-22,84582
3774,8,2811,암사,하차,Jul-22,84441
3775,8,2812,천호(풍납토성),승차,Jul-22,67890
3776,8,2812,천호(풍납토성),하차,Jul-22,64248
3777,8,2813,강동구청,승차,Jul-22,52690
3778,8,2813,강동구청,하차,Jul-22,52861
3779,8,2814,몽촌토성(평화의문),승차,Jul-22,24937
3780,8,2814,몽촌토성(평화의문),하차,Jul-22,24627
3781,8,2815,잠실(송파구청),승차,Jul-22,60865
3782,8,2815,잠실(송파구청),하차,Jul-22,59232
3783,8,2816,석촌,승차,Jul-22,41035
3784,8,2816,석촌,하차,Jul-22,43911
3785,8,2817,송파,승차,Jul-22,50510
3786,8,2817,송파,하차,Jul-22,50093
3787,8,2818,가락시장,승차,Jul-22,48784
3788,8,2818,가락시장,하차,Jul-22,50431
3789,8,2819,문정,승차,Jul-22,46642
3790,8,2819,문정,하차,Jul-22,46383
3791,8,2820,장지,승차,Jul-22,63418
3792,8,2820,장지,하차,Jul-22,60181
3793,8,2821,복정,승차,Jul-22,30491
3794,8,2821,복정,하차,Jul-22,26843
3795,8,2822,산성,승차,Jul-22,25852
3796,8,2822,산성,하차,Jul-22,28261
3797,8,2823,남한산성입구(성남법원.검찰청),승차,Jul-22,62575
3798,8,2823,남한산성입구(성남법원.검찰청),하차,Jul-22,60001
3799,8,2824,단대오거리,승차,Jul-22,56452
3800,8,2824,단대오거리,하차,Jul-22,55372
3801,8,2825,신흥,승차,Jul-22,29782
3802,8,2825,신흥,하차,Jul-22,30794
3803,8,2826,수진,승차,Jul-22,37077
3804,8,2826,수진,하차,Jul-22,36483
3805,8,2827,모란,승차,Jul-22,43400
3806,8,2827,모란,하차,Jul-22,33897
3807,8,2828,남위례,승차,Jul-22,20235
3808,8,2828,남위례,하차,Jul-22,20441
3809,1,150,서울역,승차,Aug-22,143612
3810,1,150,서울역,하차,Aug-22,137443
3811,1,151,시청,승차,Aug-22,74844
3812,1,151,시청,하차,Aug-22,73618
3813,1,152,종각,승차,Aug-22,110924
3814,1,152,종각,하차,Aug-22,102775
3815,1,153,종로3가,승차,Aug-22,240470
3816,1,153,종로3가,하차,Aug-22,226676
3817,1,154,종로5가,승차,Aug-22,209383
3818,1,154,종로5가,하차,Aug-22,201516
3819,1,155,동대문,승차,Aug-22,91714
3820,1,155,동대문,하차,Aug-22,91347
3821,1,156,신설동,승차,Aug-22,93514
3822,1,156,신설동,하차,Aug-22,90547
3823,1,157,제기동,승차,Aug-22,234117
3824,1,157,제기동,하차,Aug-22,253190
3825,1,158,청량리(서울시립대입구),승차,Aug-22,214358
3826,1,158,청량리(서울시립대입구),하차,Aug-22,218627
3827,1,159,동묘앞,승차,Aug-22,111819
3828,1,159,동묘앞,하차,Aug-22,113356
3829,2,201,시청,승차,Aug-22,42444
3830,2,201,시청,하차,Aug-22,38417
3831,2,202,을지로입구,승차,Aug-22,74558
3832,2,202,을지로입구,하차,Aug-22,68928
3833,2,203,을지로3가,승차,Aug-22,58329
3834,2,203,을지로3가,하차,Aug-22,57571
3835,2,204,을지로4가,승차,Aug-22,66724
3836,2,204,을지로4가,하차,Aug-22,66384
3837,2,205,동대문역사문화공원(DDP),승차,Aug-22,41742
3838,2,205,동대문역사문화공원(DDP),하차,Aug-22,45000
3839,2,206,신당,승차,Aug-22,76195
3840,2,206,신당,하차,Aug-22,77417
3841,2,207,상왕십리,승차,Aug-22,51214
3842,2,207,상왕십리,하차,Aug-22,52400
3843,2,208,왕십리(성동구청),승차,Aug-22,39256
3844,2,208,왕십리(성동구청),하차,Aug-22,33511
3845,2,209,한양대,승차,Aug-22,9360
3846,2,209,한양대,하차,Aug-22,9850
3847,2,210,뚝섬,승차,Aug-22,44068
3848,2,210,뚝섬,하차,Aug-22,44462
3849,2,211,성수,승차,Aug-22,70452
3850,2,211,성수,하차,Aug-22,71737
3851,2,212,건대입구,승차,Aug-22,66808
3852,2,212,건대입구,하차,Aug-22,69304
3853,2,213,구의(광진구청),승차,Aug-22,78183
3854,2,213,구의(광진구청),하차,Aug-22,79764
3855,2,214,강변(동서울터미널),승차,Aug-22,93111
3856,2,214,강변(동서울터미널),하차,Aug-22,91581
3857,2,215,잠실나루,승차,Aug-22,67457
3858,2,215,잠실나루,하차,Aug-22,68180
3859,2,216,잠실(송파구청),승차,Aug-22,150630
